Date,Coral ID,Feeding,Feeding_binary
31-May,V-10 H D,,
1-Jun,V-10 H D,,
2-Jun,V-10 H D,,
3-Jun,V-10 H D,,
4-Jun,V-10 H D,,
5-Jun,V-10 H D,,
25-May,V-10 H V,,
26-May,V-10 H V,,
27-May,V-10 H V,,
28-May,V-10 H V,,
29-May,V-10 H V,,
30-May,V-10 H V,,
31-May,V-10 H V,,
1-Jun,V-10 H V,,
2-Jun,V-10 H V,,
3-Jun,V-10 H V,,
4-Jun,V-10 H V,,
5-Jun,V-10 H V,,
25-May,V-11 A C,,
26-May,V-11 A C,,
27-May,V-11 A C,,
28-May,V-11 A C,,
29-May,V-11 A C,,
30-May,V-11 A C,,
31-May,V-11 A C,,
1-Jun,V-11 A C,,
2-Jun,V-11 A C,,
3-Jun,V-11 A C,,
4-Jun,V-11 A C,,
5-Jun,V-11 A C,,
29-May,V-11 A D,,
30-May,V-11 A D,,
31-May,V-11 A D,,
1-Jun,V-11 A D,,
2-Jun,V-11 A D,,
3-Jun,V-11 A D,,
4-Jun,V-11 A D,,
5-Jun,V-11 A D,,
25-May,V-11 A V,,
26-May,V-11 A V,,
27-May,V-11 A V,,
28-May,V-11 A V,,
29-May,V-11 A V,,
30-May,V-11 A V,,
31-May,V-11 A V,,
1-Jun,V-11 A V,,
2-Jun,V-11 A V,,
3-Jun,V-11 A V,,
4-Jun,V-11 A V,,
5-Jun,V-11 A V,,
25-May,V-11 H C,,
26-May,V-11 H C,,
27-May,V-11 H C,,
28-May,V-11 H C,,
29-May,V-11 H C,,
30-May,V-11 H C,,
31-May,V-11 H C,,
1-Jun,V-11 H C,,
2-Jun,V-11 H C,,
3-Jun,V-11 H C,,
4-Jun,V-11 H C,,
5-Jun,V-11 H C,,
28-May,V-11 H D,,
29-May,V-11 H D,,
30-May,V-11 H D,,
31-May,V-11 H D,,
1-Jun,V-11 H D,,
2-Jun,V-11 H D,,
3-Jun,V-11 H D,,
4-Jun,V-11 H D,,
5-Jun,V-11 H D,,
25-May,V-11 H V,,
26-May,V-11 H V,,
27-May,V-11 H V,,
28-May,V-11 H V,,
29-May,V-11 H V,,
30-May,V-11 H V,,
31-May,V-11 H V,,
1-Jun,V-11 H V,,
2-Jun,V-11 H V,,
3-Jun,V-11 H V,,
4-Jun,V-11 H V,,
5-Jun,V-11 H V,,
25-May,V-12 A C,,
26-May,V-12 A C,,
27-May,V-12 A C,,
28-May,V-12 A C,,
29-May,V-12 A C,,
30-May,V-12 A C,,
31-May,V-12 A C,,
1-Jun,V-12 A C,,
2-Jun,V-12 A C,,
3-Jun,V-12 A C,,
4-Jun,V-12 A C,,
5-Jun,V-12 A C,,
29-May,V-12 A D,,
30-May,V-12 A D,,
31-May,V-12 A D,,
1-Jun,V-12 A D,,
2-Jun,V-12 A D,,
3-Jun,V-12 A D,,
4-Jun,V-12 A D,,
5-Jun,V-12 A D,,
25-May,V-12 A V,,
26-May,V-12 A V,,
27-May,V-12 A V,,
28-May,V-12 A V,,
29-May,V-12 A V,,
30-May,V-12 A V,,
31-May,V-12 A V,,
1-Jun,V-12 A V,,
2-Jun,V-12 A V,,
3-Jun,V-12 A V,,
4-Jun,V-12 A V,,
5-Jun,V-12 A V,,
25-May,V-12 H C,,
26-May,V-12 H C,,
27-May,V-12 H C,,
28-May,V-12 H C,,
29-May,V-12 H C,,
30-May,V-12 H C,,
31-May,V-12 H C,,
1-Jun,V-12 H C,,
2-Jun,V-12 H C,,
3-Jun,V-12 H C,,
4-Jun,V-12 H C,,
5-Jun,V-12 H C,,
27-May,V-12 H D,,
28-May,V-12 H D,,
29-May,V-12 H D,,
30-May,V-12 H D,,
31-May,V-12 H D,,
1-Jun,V-12 H D,,
2-Jun,V-12 H D,,
3-Jun,V-12 H D,,
4-Jun,V-12 H D,,
5-Jun,V-12 H D,,
25-May,V-12 H V,,
26-May,V-12 H V,,
27-May,V-12 H V,,
28-May,V-12 H V,,
29-May,V-12 H V,,
30-May,V-12 H V,,
31-May,V-12 H V,,
1-Jun,V-12 H V,,
2-Jun,V-12 H V,,
3-Jun,V-12 H V,,
4-Jun,V-12 H V,,
5-Jun,V-12 H V,,
25-May,V-13 A C,,
26-May,V-13 A C,,
27-May,V-13 A C,,
28-May,V-13 A C,,
29-May,V-13 A C,,
30-May,V-13 A C,,
31-May,V-13 A C,,
1-Jun,V-13 A C,,
2-Jun,V-13 A C,,
3-Jun,V-13 A C,,
4-Jun,V-13 A C,,
5-Jun,V-13 A C,,
31-May,V-13 A D,,
1-Jun,V-13 A D,,
2-Jun,V-13 A D,,
3-Jun,V-13 A D,,
4-Jun,V-13 A D,,
5-Jun,V-13 A D,,
25-May,V-13 A V,,
26-May,V-13 A V,,
27-May,V-13 A V,,
28-May,V-13 A V,,
29-May,V-13 A V,,
30-May,V-13 A V,,
31-May,V-13 A V,,
1-Jun,V-13 A V,,
2-Jun,V-13 A V,,
3-Jun,V-13 A V,,
4-Jun,V-13 A V,,
5-Jun,V-13 A V,,
25-May,V-13 H C,,
26-May,V-13 H C,,
27-May,V-13 H C,,
28-May,V-13 H C,,
29-May,V-13 H C,,
30-May,V-13 H C,,
31-May,V-13 H C,,
1-Jun,V-13 H C,,
2-Jun,V-13 H C,,
3-Jun,V-13 H C,,
4-Jun,V-13 H C,,
5-Jun,V-13 H C,,
27-May,V-13 H D,,
28-May,V-13 H D,,
29-May,V-13 H D,,
30-May,V-13 H D,,
31-May,V-13 H D,,
1-Jun,V-13 H D,,
2-Jun,V-13 H D,,
3-Jun,V-13 H D,,
4-Jun,V-13 H D,,
5-Jun,V-13 H D,,
25-May,V-13 H V,,
26-May,V-13 H V,,
27-May,V-13 H V,,
28-May,V-13 H V,,
29-May,V-13 H V,,
30-May,V-13 H V,,
31-May,V-13 H V,,
1-Jun,V-13 H V,,
2-Jun,V-13 H V,,
3-Jun,V-13 H V,,
4-Jun,V-13 H V,,
5-Jun,V-13 H V,,
25-May,V-14 A C,,
26-May,V-14 A C,,
27-May,V-14 A C,,
28-May,V-14 A C,,
29-May,V-14 A C,,
30-May,V-14 A C,,
31-May,V-14 A C,,
1-Jun,V-14 A C,,
2-Jun,V-14 A C,,
3-Jun,V-14 A C,,
4-Jun,V-14 A C,,
5-Jun,V-14 A C,,
28-May,V-14 A D,,
29-May,V-14 A D,,
30-May,V-14 A D,,
31-May,V-14 A D,,
1-Jun,V-14 A D,,
2-Jun,V-14 A D,,
3-Jun,V-14 A D,,
4-Jun,V-14 A D,,
5-Jun,V-14 A D,,
25-May,V-14 A V,,
26-May,V-14 A V,,
27-May,V-14 A V,,
28-May,V-14 A V,,
29-May,V-14 A V,,
30-May,V-14 A V,,
31-May,V-14 A V,,
1-Jun,V-14 A V,,
2-Jun,V-14 A V,,
3-Jun,V-14 A V,,
4-Jun,V-14 A V,,
5-Jun,V-14 A V,,
25-May,V-14 H C,,
26-May,V-14 H C,,
27-May,V-14 H C,,
28-May,V-14 H C,,
29-May,V-14 H C,,
30-May,V-14 H C,,
31-May,V-14 H C,,
1-Jun,V-14 H C,,
2-Jun,V-14 H C,,
3-Jun,V-14 H C,,
4-Jun,V-14 H C,,
5-Jun,V-14 H C,,
27-May,V-14 H D,,
28-May,V-14 H D,,
29-May,V-14 H D,,
30-May,V-14 H D,,
31-May,V-14 H D,,
1-Jun,V-14 H D,,
2-Jun,V-14 H D,,
3-Jun,V-14 H D,,
4-Jun,V-14 H D,,
5-Jun,V-14 H D,,
25-May,V-14 H V,,
26-May,V-14 H V,,
27-May,V-14 H V,,
28-May,V-14 H V,,
29-May,V-14 H V,,
30-May,V-14 H V,,
31-May,V-14 H V,,
1-Jun,V-14 H V,,
2-Jun,V-14 H V,,
3-Jun,V-14 H V,,
4-Jun,V-14 H V,,
5-Jun,V-14 H V,,
25-May,V-15 A C,,
26-May,V-15 A C,,
27-May,V-15 A C,,
28-May,V-15 A C,,
29-May,V-15 A C,,
30-May,V-15 A C,,
31-May,V-15 A C,,
1-Jun,V-15 A C,,
2-Jun,V-15 A C,,
3-Jun,V-15 A C,,
4-Jun,V-15 A C,,
5-Jun,V-15 A C,,
27-May,V-15 A D,,
28-May,V-15 A D,,
29-May,V-15 A D,,
30-May,V-15 A D,,
31-May,V-15 A D,,
1-Jun,V-15 A D,,
2-Jun,V-15 A D,,
3-Jun,V-15 A D,,
4-Jun,V-15 A D,,
5-Jun,V-15 A D,,
25-May,V-15 A V,,
26-May,V-15 A V,,
27-May,V-15 A V,,
28-May,V-15 A V,,
29-May,V-15 A V,,
30-May,V-15 A V,,
31-May,V-15 A V,,
1-Jun,V-15 A V,,
2-Jun,V-15 A V,,
3-Jun,V-15 A V,,
4-Jun,V-15 A V,,
5-Jun,V-15 A V,,
25-May,V-15 H C,,
26-May,V-15 H C,,
27-May,V-15 H C,,
28-May,V-15 H C,,
29-May,V-15 H C,,
30-May,V-15 H C,,
31-May,V-15 H C,,
1-Jun,V-15 H C,,
2-Jun,V-15 H C,,
3-Jun,V-15 H C,,
4-Jun,V-15 H C,,
5-Jun,V-15 H C,,
28-May,V-15 H D,,
29-May,V-15 H D,,
30-May,V-15 H D,,
31-May,V-15 H D,,
1-Jun,V-15 H D,,
2-Jun,V-15 H D,,
3-Jun,V-15 H D,,
4-Jun,V-15 H D,,
5-Jun,V-15 H D,,
25-May,V-15 H V,,
26-May,V-15 H V,,
27-May,V-15 H V,,
28-May,V-15 H V,,
29-May,V-15 H V,,
30-May,V-15 H V,,
31-May,V-15 H V,,
1-Jun,V-15 H V,,
2-Jun,V-15 H V,,
3-Jun,V-15 H V,,
4-Jun,V-15 H V,,
5-Jun,V-15 H V,,
25-May,V-2 A C,,
26-May,V-2 A C,,
27-May,V-2 A C,,
28-May,V-2 A C,,
29-May,V-2 A C,,
30-May,V-2 A C,,
31-May,V-2 A C,,
1-Jun,V-2 A C,,
2-Jun,V-2 A C,,
3-Jun,V-2 A C,,
4-Jun,V-2 A C,,
5-Jun,V-2 A C,,
30-May,V-2 A D,,
31-May,V-2 A D,,
1-Jun,V-2 A D,,
2-Jun,V-2 A D,,
3-Jun,V-2 A D,,
4-Jun,V-2 A D,,
5-Jun,V-2 A D,,
25-May,V-2 A V,,
26-May,V-2 A V,,
27-May,V-2 A V,,
28-May,V-2 A V,,
29-May,V-2 A V,,
30-May,V-2 A V,,
31-May,V-2 A V,,
1-Jun,V-2 A V,,
2-Jun,V-2 A V,,
3-Jun,V-2 A V,,
4-Jun,V-2 A V,,
5-Jun,V-2 A V,,
25-May,V-2 H C,,
26-May,V-2 H C,,
27-May,V-2 H C,,
28-May,V-2 H C,,
29-May,V-2 H C,,
30-May,V-2 H C,,
31-May,V-2 H C,,
1-Jun,V-2 H C,,
2-Jun,V-2 H C,,
3-Jun,V-2 H C,,
4-Jun,V-2 H C,,
5-Jun,V-2 H C,,
27-May,V-2 H D,,
28-May,V-2 H D,,
29-May,V-2 H D,,
30-May,V-2 H D,,
31-May,V-2 H D,,
1-Jun,V-2 H D,,
2-Jun,V-2 H D,,
3-Jun,V-2 H D,,
4-Jun,V-2 H D,,
5-Jun,V-2 H D,,
25-May,V-2 H V,,
26-May,V-2 H V,,
27-May,V-2 H V,,
28-May,V-2 H V,,
29-May,V-2 H V,,
30-May,V-2 H V,,
31-May,V-2 H V,,
1-Jun,V-2 H V,,
2-Jun,V-2 H V,,
3-Jun,V-2 H V,,
4-Jun,V-2 H V,,
5-Jun,V-2 H V,,
25-May,V-3 A C,,
26-May,V-3 A C,,
27-May,V-3 A C,,
28-May,V-3 A C,,
29-May,V-3 A C,,
30-May,V-3 A C,,
31-May,V-3 A C,,
1-Jun,V-3 A C,,
2-Jun,V-3 A C,,
3-Jun,V-3 A C,,
4-Jun,V-3 A C,,
5-Jun,V-3 A C,,
28-May,V-3 A D,,
29-May,V-3 A D,,
30-May,V-3 A D,,
31-May,V-3 A D,,
1-Jun,V-3 A D,,
2-Jun,V-3 A D,,
3-Jun,V-3 A D,,
4-Jun,V-3 A D,,
5-Jun,V-3 A D,,
25-May,V-3 A V,,
26-May,V-3 A V,,
27-May,V-3 A V,,
28-May,V-3 A V,,
29-May,V-3 A V,,
30-May,V-3 A V,,
31-May,V-3 A V,,
1-Jun,V-3 A V,,
2-Jun,V-3 A V,,
3-Jun,V-3 A V,,
4-Jun,V-3 A V,,
5-Jun,V-3 A V,,
25-May,V-3 H C,,
26-May,V-3 H C,,
27-May,V-3 H C,,
28-May,V-3 H C,,
29-May,V-3 H C,,
30-May,V-3 H C,,
31-May,V-3 H C,,
1-Jun,V-3 H C,,
2-Jun,V-3 H C,,
3-Jun,V-3 H C,,
4-Jun,V-3 H C,,
5-Jun,V-3 H C,,
27-May,V-3 H D,,
28-May,V-3 H D,,
29-May,V-3 H D,,
30-May,V-3 H D,,
31-May,V-3 H D,,
1-Jun,V-3 H D,,
2-Jun,V-3 H D,,
3-Jun,V-3 H D,,
4-Jun,V-3 H D,,
5-Jun,V-3 H D,,
25-May,V-3 H V,,
26-May,V-3 H V,,
27-May,V-3 H V,,
28-May,V-3 H V,,
29-May,V-3 H V,,
30-May,V-3 H V,,
31-May,V-3 H V,,
1-Jun,V-3 H V,,
2-Jun,V-3 H V,,
3-Jun,V-3 H V,,
4-Jun,V-3 H V,,
5-Jun,V-3 H V,,
25-May,V-4 A C,,
26-May,V-4 A C,,
27-May,V-4 A C,,
28-May,V-4 A C,,
29-May,V-4 A C,,
30-May,V-4 A C,,
31-May,V-4 A C,,
1-Jun,V-4 A C,,
2-Jun,V-4 A C,,
3-Jun,V-4 A C,,
4-Jun,V-4 A C,,
5-Jun,V-4 A C,,
28-May,V-4 A D,,
29-May,V-4 A D,,
30-May,V-4 A D,,
31-May,V-4 A D,,
1-Jun,V-4 A D,,
2-Jun,V-4 A D,,
3-Jun,V-4 A D,,
4-Jun,V-4 A D,,
5-Jun,V-4 A D,,
25-May,V-4 A V,,
26-May,V-4 A V,,
27-May,V-4 A V,,
28-May,V-4 A V,,
29-May,V-4 A V,,
30-May,V-4 A V,,
31-May,V-4 A V,,
1-Jun,V-4 A V,,
2-Jun,V-4 A V,,
3-Jun,V-4 A V,,
4-Jun,V-4 A V,,
5-Jun,V-4 A V,,
25-May,V-4 H C,,
26-May,V-4 H C,,
27-May,V-4 H C,,
28-May,V-4 H C,,
29-May,V-4 H C,,
30-May,V-4 H C,,
31-May,V-4 H C,,
1-Jun,V-4 H C,,
2-Jun,V-4 H C,,
3-Jun,V-4 H C,,
4-Jun,V-4 H C,,
5-Jun,V-4 H C,,
27-May,V-4 H D,,
28-May,V-4 H D,,
29-May,V-4 H D,,
30-May,V-4 H D,,
31-May,V-4 H D,,
1-Jun,V-4 H D,,
2-Jun,V-4 H D,,
3-Jun,V-4 H D,,
4-Jun,V-4 H D,,
5-Jun,V-4 H D,,
25-May,V-4 H V,,
26-May,V-4 H V,,
27-May,V-4 H V,,
28-May,V-4 H V,,
29-May,V-4 H V,,
30-May,V-4 H V,,
31-May,V-4 H V,,
1-Jun,V-4 H V,,
2-Jun,V-4 H V,,
3-Jun,V-4 H V,,
4-Jun,V-4 H V,,
5-Jun,V-4 H V,,
25-May,V-7 A C,,
26-May,V-7 A C,,
27-May,V-7 A C,,
28-May,V-7 A C,,
29-May,V-7 A C,,
30-May,V-7 A C,,
31-May,V-7 A C,,
1-Jun,V-7 A C,,
2-Jun,V-7 A C,,
3-Jun,V-7 A C,,
4-Jun,V-7 A C,,
5-Jun,V-7 A C,,
27-May,V-7 A D,,
28-May,V-7 A D,,
29-May,V-7 A D,,
30-May,V-7 A D,,
31-May,V-7 A D,,
1-Jun,V-7 A D,,
2-Jun,V-7 A D,,
3-Jun,V-7 A D,,
4-Jun,V-7 A D,,
5-Jun,V-7 A D,,
25-May,V-7 A V,,
26-May,V-7 A V,,
27-May,V-7 A V,,
28-May,V-7 A V,,
29-May,V-7 A V,,
30-May,V-7 A V,,
31-May,V-7 A V,,
1-Jun,V-7 A V,,
2-Jun,V-7 A V,,
3-Jun,V-7 A V,,
4-Jun,V-7 A V,,
5-Jun,V-7 A V,,
25-May,V-7 H C,,
26-May,V-7 H C,,
27-May,V-7 H C,,
28-May,V-7 H C,,
29-May,V-7 H C,,
30-May,V-7 H C,,
31-May,V-7 H C,,
1-Jun,V-7 H C,,
2-Jun,V-7 H C,,
3-Jun,V-7 H C,,
4-Jun,V-7 H C,,
5-Jun,V-7 H C,,
27-May,V-7 H D,,
28-May,V-7 H D,,
29-May,V-7 H D,,
30-May,V-7 H D,,
31-May,V-7 H D,,
1-Jun,V-7 H D,,
2-Jun,V-7 H D,,
3-Jun,V-7 H D,,
4-Jun,V-7 H D,,
5-Jun,V-7 H D,,
25-May,V-7 H V,,
26-May,V-7 H V,,
27-May,V-7 H V,,
28-May,V-7 H V,,
29-May,V-7 H V,,
30-May,V-7 H V,,
31-May,V-7 H V,,
1-Jun,V-7 H V,,
2-Jun,V-7 H V,,
3-Jun,V-7 H V,,
4-Jun,V-7 H V,,
5-Jun,V-7 H V,,
25-May,V-9 A C,,
26-May,V-9 A C,,
27-May,V-9 A C,,
28-May,V-9 A C,,
29-May,V-9 A C,,
30-May,V-9 A C,,
31-May,V-9 A C,,
1-Jun,V-9 A C,,
2-Jun,V-9 A C,,
3-Jun,V-9 A C,,
4-Jun,V-9 A C,,
5-Jun,V-9 A C,,
29-May,V-9 A D,,
30-May,V-9 A D,,
31-May,V-9 A D,,
1-Jun,V-9 A D,,
2-Jun,V-9 A D,,
3-Jun,V-9 A D,,
4-Jun,V-9 A D,,
5-Jun,V-9 A D,,
25-May,V-9 A V,,
26-May,V-9 A V,,
27-May,V-9 A V,,
28-May,V-9 A V,,
29-May,V-9 A V,,
30-May,V-9 A V,,
31-May,V-9 A V,,
1-Jun,V-9 A V,,
2-Jun,V-9 A V,,
3-Jun,V-9 A V,,
4-Jun,V-9 A V,,
5-Jun,V-9 A V,,
25-May,V-9 H C,,
26-May,V-9 H C,,
27-May,V-9 H C,,
28-May,V-9 H C,,
29-May,V-9 H C,,
30-May,V-9 H C,,
31-May,V-9 H C,,
1-Jun,V-9 H C,,
2-Jun,V-9 H C,,
3-Jun,V-9 H C,,
4-Jun,V-9 H C,,
5-Jun,V-9 H C,,
29-May,V-9 H D,,
30-May,V-9 H D,,
31-May,V-9 H D,,
1-Jun,V-9 H D,,
2-Jun,V-9 H D,,
3-Jun,V-9 H D,,
4-Jun,V-9 H D,,
5-Jun,V-9 H D,,
25-May,V-9 H V,,
26-May,V-9 H V,,
27-May,V-9 H V,,
28-May,V-9 H V,,
29-May,V-9 H V,,
30-May,V-9 H V,,
31-May,V-9 H V,,
1-Jun,V-9 H V,,
2-Jun,V-9 H V,,
3-Jun,V-9 H V,,
4-Jun,V-9 H V,,
5-Jun,V-9 H V,,